#2.nodeMass    #3.spheroidStellarMass    #4.spheroidGasMass    #5.diskStellarMass      #6.diskGasMass
1258362430904.36    11362515027.9408    3.77449110989015e-05    20107620317.0301      7287758566.93572
1244906367366.27    31780107335.544    3.54650757289169e-16    32116184637.3851      -4.33015537481604e-32
1258420191396.49    40551286562.8273    1.05880950162825e-13    2495408301.35769      217292123.571577
1256624291568.64    15564629161.4992    1.40668376367202e-06    27817674837.9329      6186765040.34773
1258747497229.21    22141592065.392    1.3908789276723e-07    12787842589.9265      3046865617.93562
1251189708232.39    20207242801.9314    307.159273343455    3730091072.03603      13778375884.0971
1261112737751.52    48992060966.0047    0.000661117509266471    23817187343.2232      93449.7200781099
1240841609716.63    41432678231.7556    9.53724402988718e-11    11887692991.3185      858615806.209814
821406377074.093    15179909064.1245    3.50045107063286e-14    18697714287.9153      928.632525735685
1253796494513.73    22720928694.6963    9.70271204782464e-16    17296707324.9107      -2.24370792969221e-30
956108364947.463    28345909081.9464    10614.6577978028    14489246114.3135      4257053882.27335
1201138310787.21    39011695955.3967    4.96994422807402e-09    14922543051.489      3280024521.83139
842599382770.936    1745595724.20164    203.518268482789    3729171564.6926      14731876268.9492
1241049578896.18    25494605200.5111    7.24152894528547e-07    25039440181      7319852.22026679
1217716174917.46    12772402896.4877    1.26854159137203e-12    20413307319.551      647416499.189145
1233974765590.6    17115344391.4717    7.89753753535997e-12    24330646696.6544      302370601.262572
1219876567179.1    19387027108.0924    1.19159020458757e-19    23270218207.0754      2.8245092005772e-07
1190720314331.08    14216528692.7367    5.50539042516333e-16    15945327731.1367      3.21045645285288e-19
1238905986163.44    14228098011.1088    2.69441314444054e-14    16877433045.1503      2149.31622054583
1234013570918.85    20168506754.9136    1.74758467187295e-14    22742384551.6727      9.39098838815305e-30
1234608390506.59    5074303335.81152    0.0686631230145047    8153864583.77945      4156550882.78662
1227923018510.78    7196043948.00964    0.0268480994109962    7419822094.42319      854698.062133557
1195840698981.98    56694725817.3205    1.86986702643105e-13    14726205555.5651      1274072157.09748
1233093778768.72    22636012302.7373    1.58141005312866e-15    24262271696.1641      -1.35579955270527e-30
1225932813408.73    16235392675.3823    1.97991349669571e-15    15686646553.8224      -1.43288594916822e-31
1231695999666.87    11573626536.4569    0.000444203220200727    11290250716.1194      3400319064.03421
1231106436090.53    32807801907.8332    4.46969762621165e-14    17916885084.0658      383713189.845936
1225512477859.18    39326615510.1817    1759661.46253713    0      0
1216091349943    0    0    54454918.8589915      9928421190.79324
1224972401727.55    19641181947.6797    1.63495504278412e-18    20222275127.8459      -5.82199166397623e-31
1219519727755.32    22475309095.5981    5.75776371227768e-17    24820620021.8815      2994132.90902302
1214638218814.92    25330616739.3181    5.12273810301465e-13    26960814886.8586      96.6434873395718
1218783887158.24    19010592057.8743    4.28855038391414e-13    24740029474.8044      834775382.043364
1219773548442.98    24912988365.4737    1.74653871373708e-14    24701421048.0654      3.05961735281554e-11
1205154904249.53    9952119525.2336    0.000478635208138071    8947740539.93375      7067923721.32327
1213213951616.82    14652147163.4611    9.73730991772917e-15    15275489025.6368      1.23119336181885e-07
1223085191082.28    41544281498.4618    106.495297267323    6127866145.15426      3621399697.36063
1211934878417.28    24397585568.8646    1560.63912345061    1871607631.10665      10084351902.7454
1201398482644.1    24206259991.733    4.20219511123016e-08    9796151789.45574      23340635.8085411
1212001132743.39    12565006910.3198    0.00271522402887503    16771524066.3857      3005754236.11897
1187745197945.9    19258370207.3349    0.000856518032222594    15502234546.3179      14867562.0838362
1218305055172.54    21809162176.9265    1.75808599846047e-13    30781399990.642      55022283.3394836
1171818755690.81    15323053810.8841    5.14574100145141e-14    19865444584.856      6.44516283526819e-08
1200938054450.07    7000429072.7295    3.44289007122977e-07    12732001875.0154      6870461216.69689
1209267525551.07    25191176713.6681    2.48328883705887e-06    29271612707.6275      765748603.15161
1215239261060.85    13337203060.3406    1.6283202873529e-14    10067977957.6183      2.18044438862947e-23
1204440974258.68    18617939738.3514    1.83686958321572e-14    22736475172.1922      1.48980323376842e-09
1208706964339.68    28204141547.1873    23220656.5547596    15502151384.1254      45805459.5368813
1208869516555.06    5587659468.57395    10473579.6371146    10541163138.035      9998530040.0382
1199224819461.82    14256483944.5452    3.35336352486241e-05    24243870409.8954      3151463839.14212
1203096751699.36    12335530311.4625    722092.511584031    14500.8647167786      17307378.1781485
1199543473356.43    33706939605.7624    46.5091403145431    2416306836.4057      1150084953.77583
1195411941821.16    31056910642.2463    8.81017378039455e-16    2699418945.13992      10223718543.8453
1187361279101.99    26740391576.3975    6.98165235278665e-15    26014338404.8536      3.84092674013628
1173339358565.32    3983361168.45601    0.000356352341177176    5640943090.1692      4118702620.02767
1182584248455.37    20527511188.4081    5.94753799538498e-14    27607325684.676      8.93596168091261e-07
1129925771490.19    10123000613.846    21.5510439567986    8982659217.36022      124435898.026855
1190539704142.4    26779171984.4952    8.95352067638518e-12    36898613889.3167      1566437081.01858
1179978333229.26    35512014982.2042    0.0804151641315022    6106092312.37734      4334352035.40848
1194224805617.81    26041390671.5104    1.41995369268421e-17    30362541272.0975      -1.40160912985213e-30
1202852270258.74    25524041664.5029    0.0885707511087627    8552959870.4782      3966861806.69608
1195762070348.29    822519346.190296    7.74465289581066e-14    2824545221.56305      18831074840.4766
1185867823761.22    22050526727.867    1.30575455771481e-13    22148334673.3735      0.00032990773640761
1188028953142.84    16264939196.8786    1.03419271753196e-14    16812496671.5198      7.05477923887751e-25
1181671189880.22    13421600028.4159    8.28988130061714e-15    13281513382.678      9.70608948838316e-13
1092274833648.58    13107175756.0266    1.25640338386076e-13    18304583493.6341      1218.66271271823
1164082137953.21    17861986788.3205    5.86769244176162e-12    27258735366.0879      1249697072.70297
1154856169982.66    25594729447.7503    1.36592357392259e-13    23338699702.3408      61.694808743798
1178179495369.46    14744004050.244    5.5224771016463e-07    23518275579.4294      1999740642.25632
1161345792316.66    12301466140.6815    4.74680208359032e-07    17614903998.2569      5143761283.1502
1175991162926.52    22499060483.0404    3.33172579038823e-14    32421899237.3167      393.975346133853
1178215544698.23    15314068000.1814    4196.17104206345    12836839587.3944      8988915553.88035
1176544581494.88    12968019086.2821    2.4351527633267e-14    19476551077.7175      2652158131.64751
1178391479413.04    24747185392.1608    1.34395034562142e-06    15215411664.2195      1959570675.50702
1153191415228.17    18724940069.4771    1.0410356710677e-18    26247851306.4841      355520797.421888
1128385192769.77    18399439641.7211    0.340018478344422    20846960021.5448      451860161.759277
1157275627976.95    25329188268.0967    3.07472839684818e-17    25506745658.76      -4.0935549640941e-35
1178070892636.51    41828715230.4849    2.74821779987022e-05    2849576888.64866      1584792857.16811
1169950227194.29    12957312702.9096    2.30842718258266e-17    18871780418.6922      1372921043.34422
1153112072115.79    19182574968.1765    1.44081057031587e-16    20138059023.5272      -4.07362972894882e-31
1171865313479.16    8068665619.85969    1.40013998449363    9671011027.42786      4609399198.28042
1169972979764.53    13525086531.3984    2.35003294341686e-14    18495680308.8478      5.22914110683183e-07
1158630683100.8    14087350286.2086    1936463.37720175    20798741863.0578      2009430370.66576
1157665226369.88    26448987943.253    2.7948732382703e-17    31449396021.1433      -3.83177776710519e-31
1155729113225.96    19302150532.5287    3.43723342916688e-14    24909595723.1615      0.0939267161059211
1160510325906.46    21963919195.6143    5.93597591472106e-13    29255638253.5089      797821493.153403
1150606055982.36    10448382810.1282    1.46473781538498e-12    15283661408.1626      95022066.1355837
