#1.haloMass   #2.quartil1   #3.median   #4.quartil3   #5.mean  #6.sigma2
9.500000   0.367981    0.437928    0.502804   0.432763  0.012286
9.600000   0.296163    0.370072    0.450798   0.370086  0.012816
9.700000   0.223781    0.305941    0.394415   0.307753  0.014278
9.800000   0.160366    0.239403    0.330598   0.247877  0.013538
9.900000   0.117167    0.197224    0.284148   0.203084  0.011698
10.000000   0.081647    0.148667    0.234130   0.164005  0.010917
10.100000   0.050411    0.100130    0.166033   0.116652  0.007348
10.200000   0.031171    0.060827    0.115997   0.081897  0.004848
10.300000   0.014616    0.035215    0.069952   0.054263  0.003442
10.400000   0.009781    0.024170    0.053335   0.042726  0.002574
10.500000   0.006029    0.015798    0.042232   0.033273  0.001824
10.600000   0.005364    0.015948    0.046830   0.033689  0.001674
10.700000   0.006121    0.015058    0.042930   0.028344  0.001009
10.800000   0.005953    0.018899    0.037822   0.028244  0.001094
10.900000   0.003621    0.014320    0.028723   0.019364  0.000401
11.000000   0.002009    0.007933    0.018071   0.017074  0.000511
11.100000   0.002074    0.003717    0.008076   0.007492  0.000094
11.200000   0.001656    0.002371    0.005009   0.004688  0.000027
11.300000   0.001793    0.002796    0.003748   0.002780  0.000002
11.400000   0.000000    0.000000    0.000000   0.000000  0.000000
11.500000   0.000000    0.000000    0.000000   0.000000  0.000000
