#1.haloMass   #2.quartil1   #3.median   #4.quartil3   #5.quartil4
1.100000e+01   -1.997535    -1.738052    -1.524467   -0.937222
1.104000e+01   -1.950565    -1.695690    -1.489966   -0.849063
1.108000e+01   -1.931419    -1.675180    -1.460602   -0.889328
1.112000e+01   -1.891946    -1.632257    -1.413951   -0.829756
1.116000e+01   -1.812966    -1.590489    -1.376396   -0.871081
1.120000e+01   -1.827778    -1.567858    -1.365146   -0.815471
1.124000e+01   -1.796246    -1.524680    -1.316651   -0.885357
1.128000e+01   -1.736498    -1.490755    -1.274369   -0.883401
1.132000e+01   -1.702189    -1.458407    -1.259426   -0.843238
1.136000e+01   -1.703561    -1.428995    -1.236476   -0.919672
1.140000e+01   -1.680085    -1.431244    -1.242165   -0.914866
1.144000e+01   -1.664819    -1.365067    -1.201604   -0.957169
1.148000e+01   -1.718034    -1.432220    -1.214964   -0.988027
1.152000e+01   -1.700182    -1.434351    -1.229061   -0.975560
1.156000e+01   -1.687830    -1.415428    -1.228803   -0.916807
1.160000e+01   -1.692991    -1.453167    -1.253376   -0.932895
1.164000e+01   -1.693571    -1.471657    -1.290137   -0.967265
1.168000e+01   -1.653474    -1.452800    -1.292183   -1.047819
1.172000e+01   -1.688981    -1.458403    -1.289533   -1.019316
1.176000e+01   -1.642051    -1.432470    -1.289222   -1.067046
1.180000e+01   -1.636060    -1.455180    -1.329166   -0.917760
1.184000e+01   -1.660185    -1.465621    -1.318696   -1.060488
1.188000e+01   -1.688702    -1.474369    -1.340272   -1.019257
1.192000e+01   -1.633172    -1.464674    -1.336358   -1.122838
1.196000e+01   -1.645408    -1.470639    -1.347467   -1.024822
1.200000e+01   -1.634413    -1.495438    -1.389728   -1.032297
1.204000e+01   -1.586762    -1.445265    -1.336280   -1.133797
1.208000e+01   -1.623888    -1.469279    -1.372974   -1.181277
1.212000e+01   -1.629728    -1.476865    -1.371168   -1.195132
1.216000e+01   -1.594350    -1.462355    -1.365123   -1.182108
1.220000e+01   -1.586113    -1.482865    -1.393402   -1.156522
1.224000e+01   -1.591824    -1.492409    -1.402744   -1.208007
1.228000e+01   -1.654440    -1.509463    -1.415886   -1.206160
1.232000e+01   -1.583556    -1.483987    -1.398069   -1.210777
1.236000e+01   -1.639025    -1.526039    -1.445123   -1.133518
1.240000e+01   -1.598543    -1.489401    -1.419852   -1.204736
1.244000e+01   -1.596296    -1.510162    -1.443539   -1.227319
1.248000e+01   -1.643450    -1.545108    -1.470093   -1.154143
1.252000e+01   -1.652442    -1.527980    -1.469661   -1.320014
1.256000e+01   -1.690927    -1.577305    -1.495310   -1.300909
1.260000e+01   -1.644471    -1.532396    -1.481481   -1.310582
1.264000e+01   -1.718116    -1.612120    -1.509063   -1.345654
1.268000e+01   -1.709323    -1.598528    -1.531353   -1.341439
1.272000e+01   -1.685669    -1.593485    -1.516295   -1.399697
1.276000e+01   -1.717187    -1.616830    -1.556618   -1.373605
1.280000e+01   -1.732254    -1.641342    -1.566784   -1.440018
1.284000e+01   -1.809360    -1.658206    -1.588592   -1.467707
1.288000e+01   -1.789993    -1.719413    -1.613483   -1.490062
